longitude,latitude,price
80.23903100000007,12.944943,250
80.2459,12.9858,500
80.244597,12.971573,200
80.25049829332329,12.97152247630475,300
73.98,40.77,500
80.2498339,12.9732368,300
80.22695999999996,12.87793,300
80.24732199999994,12.949153,400
80.239687,12.945376,200
80.24437799999998,12.974636,500
80.24326450000001,12.9860833,400
80.24409000000003,12.974393,300
80.24369998032194,12.969932029662635,200
80.12873400000001,12.927655,500
80.234467,12.948912,250
80.24893599999996,12.966568,500
80.23795599999994,12.932296,250
80.24442199999999,12.974631,350
80.24533199999996,12.986418,200
80.24587900000006,12.966874,250
80.24930300000005,12.979867,320
80.24471763521433,12.971988197113152,400
80.25078400000007,12.966182,250
80.24533199999996,12.986418,200
80.243813,12.977175,600
80.24533199999996,12.986418,250
80.24533199999996,12.986418,200
80.23741700000005,12.950131,300
80.23461799999995,12.936887,500
80.24709200000007,12.963608,500
80.238789,12.945244,300
80.24424167269126,12.974674689370485,170
80.2328,12.89083,200
80.23732599999994,12.949827,300
80.24971800000003,12.971426,500
80.24222699999996,12.952853,500
80.22992620000002,12.9460636,500
80.25199999999995,12.931542,600
80.24359900000002,12.977321,200
80.24533199999996,12.986418,250
80.236987,12.950361,200
80.234944,12.93775,200
80.24533199999996,12.986418,300
80.2459867,12.9499613,250
80.24419999999998,12.9743,220
80.24443399999996,12.974441,290
80.24428899999998,12.975026,200
80.236161,12.983205,400
80.24466000000007,12.97213,410
80.24509799999998,12.971009,300
80.23930799999994,12.9495512,300
80.24474399999997,12.9724936,300
80.24059999999997,12.9809,200
80.24209870000004,12.9750198,250
80.23090300000001,12.928116,400
80.23449949999997,12.9368982,300
80.24330199999997,12.959226,300
80.24992337895969,12.972807008029985,400
80.23128112271922,12.92712295227155,300
80.24433999999997,12.95941,350
80.24468300000001,12.968081,500
80.24445100000003,12.974179,500
80.23186399999997,12.926254,300
80.24548099999993,12.968878,300
80.238033,12.943846,500
80.24527899999998,12.986322,200
80.2438623,12.9580784,750
80.227709,12.810018,300
80.24069800000007,12.941773,250
80.25057600000002,12.973265,200
80.23603000000003,12.941416,300
80.23205000000007,12.94795,500
80.24891300000002,12.968251,500
80.23278870000001,12.9495861,200
80.24533199999996,12.986418,250
80.23464749999994,12.9369486,300
80.24310400000002,12.981044,300
80.235301,12.950179,200
80.23918000000003,12.98431,300
80.23479701165684,12.936854366170275,300
80.24393699999996,12.96962,350
80.23327999999992,12.93531,500
80.24433191534422,12.975053878998322,500
80.23776599999997,12.943771,200
80.244548,12.972654,300
80.2373,12.9498,200
80.23792000000003,12.94357,500
80.24230599999999,12.986655,300
80.23532688617706,12.949701637940287,800
80.251533,12.975994,400
80.24442199999999,12.974631,500
80.23692200000005,12.981616,350
80.23464000000001,12.93691,250
80.24464599999999,12.991603,300
80.244327,12.975161,250
80.24442199999999,12.974631,250
80.243704,12.957973,400
80.231018,12.928329,350
80.2489773184061,12.969327049655755,550
80.24444700000004,12.974938,500
80.24478099999999,12.971772,400
80.24594100000002,12.98588,400
80.24158299999999,12.952067,650
80.25023850000002,12.9735114,300
80.24395857006311,12.975391287845097,500
80.24304568220896,12.9863691309342,200
80.24476600000003,12.972721,300
80.23470599999996,12.936466,200
80.24392699999999,12.958218,200
80.24788050000006,12.9664996,400
80.24402299999997,12.969651,300
80.24392699999999,12.958218,400
80.24478599999998,12.973806,400
80.23986400000001,12.945263,400
80.24395800000002,12.959432,450
80.25071000000003,12.966147,200
80.23930300000006,12.951044,500
80.24428499999999,12.975012,300
80.24576100000002,12.967251,250
80.23791699999992,12.95013,500
80.24458000000004,12.96814,500
80.24468239999999,12.9719719,250
80.25064199999997,12.971386,300
80.234643,12.936879,500
80.227709,12.810018,300
80.24640199999999,12.970012,250
80.243714,12.957943,200
80.24635999999998,12.963871,750
80.24463146924973,12.972854003223182,600
80.2424893900752,12.959617622427078,250
80.24870267055223,12.966484980181255,250
80.24312306382376,12.981213140149405,500
80.24330199999997,12.959226,400
80.24029399999995,12.95072,700
80.24961699999994,12.971535,250
80.23714399999994,12.946968,250
80.23714399999994,12.946968,400
80.24424999999997,12.975198,200
80.24602000000004,12.973325,250
80.23750584572554,12.95015091755503,400
80.24255900000003,12.959594,400
80.23559999999998,12.935328,250
80.23566400000004,12.943158,200
80.24531599417162,12.972182227513674,200
80.24494900000002,12.972199,200
80.24435500000004,12.974352,300
80.240494,12.960022,200
80.24451380000005,12.9748369,300
80.244239,12.974743,250
80.24484839290382,12.97140369460497,400
80.24602000000004,12.973325,500
80.24587999999994,12.966414,600
80.24451920000001,12.9733319,250
80.23422969692422,12.94635708317095,250
80.24425199999996,12.974181,200
80.24406399999998,12.97036,200
80.23273700000004,12.933038,300
80.23741999999993,12.949795,158
80.24426399999993,12.975126,400
80.241443,12.989555,300
80.24402800000007,12.969682,400
80.24217499999997,12.981046,250
80.23947499999997,12.942657,300
80.24064900000008,12.981406,200
80.249728,12.971414,500
80.23566400000004,12.943158,300
80.24546194821596,12.986176908860598,300
80.25353100000007,12.972723,300
80.23773718625307,12.9499009548148,700
80.25136199999997,12.976907,200
80.23771299999999,12.949916,800
80.24003800000003,12.954616,300
80.25049100000001,12.971523,1500
80.23619,12.98314,500
80.23098070000003,12.9283927,400
80.25124700000003,12.980251,300
80.23278870000001,12.9495861,200
80.24380999999994,12.970487,350
80.25002103298903,12.972949405070572,500
80.24591993540525,12.971399447236818,200
80.24718899999993,12.969385,300
80.24533199999996,12.986418,300
80.24454800000001,12.968393,200
80.24996899999996,12.973148,500
80.24821199999997,12.966841,350
80.24533199999996,12.986418,200
80.24262599999997,12.959848,300
80.24311899999998,12.959886,500
80.24540200000001,12.969238,500
80.24459000000002,12.973457,250
77.74971200000005,12.968829,300
80.24786072149584,12.969275206979802,250
80.24776099999997,12.948123,500
80.24533199999996,12.986418,300
80.24606199999994,12.950438,200
80.24447600000008,12.974207,300
80.24262599999997,12.959848,300
80.19951300000002,12.952916,300
80.24468409999997,12.9715694,400
80.24474740000005,12.9720232,500
80.23959000000002,12.9495,262
80.23954161226845,12.945382921057256,250
80.24488599999995,12.972283,300
80.23878,12.94537,700
80.24764099999993,12.966148,500
80.24433699999997,12.975199,300
80.24533199999996,12.986418,200
80.24500567055225,12.972138267196607,250
80.239417917791,12.949599020723184,650
80.23775160312653,12.944126582346586,500
80.24442199999999,12.974631,600
80.25327199999992,12.972964,300
80.24793299999999,12.967418,300
80.2515508979559,12.977701154886196,400
80.24442999999997,12.974913,350
80.229151,12.909705,200
80.2440292,12.9595774,400
80.24800400000004,12.966491,300
80.20684400000005,13.020575,600
80.22711290000007,12.9290864,250
80.24613499999998,12.967833,300
80.2455558,12.9856676,400
80.24369000000002,12.970678,200
80.23738000000003,12.94992,398
80.22803599999997,12.911154,250
80.24970400000007,12.971975,750
80.241951,12.943123,200
80.24888344109058,12.969339791866098,300
80.24255900000003,12.959594,400
80.23456799999997,12.936925,500
80.24365,12.96678,600
80.24410899999998,12.975415,200
80.24256000000003,12.959595,400
80.23145,12.92992,500
80.2315902709961,12.928084373474121,500
80.243933,12.9758958,200
80.23865,12.945163,250
80.23289899999997,12.933345,500
80.23898273706436,12.949680399247539,500
80.24650357170435,12.963899374043336,500
80.24038700000006,12.959326,200
80.23453799999993,12.936874,500
80.23657000000003,12.981266,500
80.24473999999998,12.96613,165
80.24449800000002,12.970416,250
80.244869,12.971973,500
80.23733400000003,12.951483,300
80.23610499999995,12.940451,395
80.23737499999993,12.950274,200
80.24524512887001,12.970444026487806,200
80.23119050793457,12.92999325320329,500
80.24642700000004,12.970045,200
80.24448400000006,12.959633,400
80.236757,12.9505,500
80.24466099999995,12.972131,300
80.24533199999996,12.986418,300
